date,value,Flow
25/12/2015,0,34.014
25/12/2015,0,33.883
25/12/2015,0,33.71
25/12/2015,0,33.624
25/12/2015,0,33.537
25/12/2015,0,33.408
25/12/2015,0,33.321
25/12/2015,0,33.235
25/12/2015,0,33.149
25/12/2015,0,33.106
25/12/2015,0,32.848
25/12/2015,0,32.805
25/12/2015,0,32.762
25/12/2015,0,32.548
25/12/2015,0,32.292
25/12/2015,0.2,32.292
25/12/2015,0.2,32.206
25/12/2015,0,32.121
25/12/2015,0.2,32.121
25/12/2015,0.2,32.078
25/12/2015,0.2,31.951
25/12/2015,0.6,31.993
25/12/2015,1,32.036
25/12/2015,0,32.292
25/12/2015,0.2,32.206
25/12/2015,0.4,32.249
25/12/2015,0.4,32.249
25/12/2015,0.2,32.335
25/12/2015,0.4,32.72
25/12/2015,0.6,33.02
25/12/2015,0.6,33.236
25/12/2015,1,33.581
25/12/2015,0.8,33.971
25/12/2015,0.8,34.711
25/12/2015,1.4,35.897
25/12/2015,3,37.856
25/12/2015,1.4,40.031
25/12/2015,1.4,42.662
25/12/2015,1,45.727
25/12/2015,0.4,49.346
25/12/2015,0.8,53.901
25/12/2015,1,56.787
25/12/2015,0.8,59.979
25/12/2015,0.8,64.179
25/12/2015,1.2,68.846
25/12/2015,1.2,73.914
25/12/2015,1.4,80.168
25/12/2015,1.2,86.461
25/12/2015,2.6,92.911
25/12/2015,1,98.101
25/12/2015,0.6,103.18
25/12/2015,3.6,107.927
25/12/2015,1.2,111.482
25/12/2015,1,115.216
25/12/2015,1.2,118.49
25/12/2015,0,123.242
25/12/2015,0.4,127.395
25/12/2015,0.4,132.261
25/12/2015,1,137.338
25/12/2015,0.2,141.567
25/12/2015,0.2,145.839
25/12/2015,0.4,150.462
25/12/2015,0.8,154.665
25/12/2015,0.4,157.487
25/12/2015,0.6,161.754
25/12/2015,0.6,163.742
26/12/2015,0.2,166.218
26/12/2015,0.2,167.822
26/12/2015,0,168.626
26/12/2015,0.4,170.561
26/12/2015,0.2,172.422
26/12/2015,0,174.046
26/12/2015,0,175.023
26/12/2015,0.6,176.573
26/12/2015,0.6,176.573
26/12/2015,0.8,177.801
26/12/2015,0.2,178.456
26/12/2015,1,178.702
26/12/2015,2.6,178.784
26/12/2015,1,178.785
26/12/2015,0.8,178.62
26/12/2015,1.2,178.785
26/12/2015,1.2,179.031
26/12/2015,1,179.524
26/12/2015,0.6,179.195
26/12/2015,0.6,179.359
26/12/2015,0.8,180.922
26/12/2015,1,181.995
26/12/2015,1.2,183.151
26/12/2015,0.8,184.394
26/12/2015,1.2,186.553
26/12/2015,1.2,187.803
26/12/2015,1.6,189.558
26/12/2015,1,189.642
26/12/2015,2,191.234
26/12/2015,4.6,192.494
26/12/2015,2.4,193.841
26/12/2015,0.8,194.685
26/12/2015,1,196.8
26/12/2015,0.8,198.412
26/12/2015,1,202.675
26/12/2015,1,205.591
26/12/2015,0.8,207.055
26/12/2015,0.8,208.954
26/12/2015,1,210.945
26/12/2015,1.4,213.291
26/12/2015,1.2,215.908
26/12/2015,1.6,219.501
26/12/2015,1.2,223.202
26/12/2015,1.6,225.858
26/12/2015,1.8,228.704
26/12/2015,1.2,232.187
26/12/2015,1.6,234.789
26/12/2015,1.8,237.49
26/12/2015,1.4,239.297
26/12/2015,1,242.288
26/12/2015,0.8,245.109
